#  L TT            EE            BB            TE            PP            PT            PE           
4419 4.1007049e-01 1.1258172e-02 9.6751115e-04 -1.5761797e-02 1.7126304e-10 7.2423467e-08 -1.1371216e-10
4420 4.0935233e-01 1.1234934e-02 9.6678286e-04 -1.5723377e-02 1.7116905e-10 7.2378282e-08 -1.1303446e-10
4421 4.0864484e-01 1.1211792e-02 9.6605438e-04 -1.5685454e-02 1.7107509e-10 7.2333039e-08 -1.1234331e-10
4422 4.0794381e-01 1.1188693e-02 9.6532574e-04 -1.5647927e-02 1.7098124e-10 7.2287753e-08 -1.1163887e-10
4423 4.0724941e-01 1.1165658e-02 9.6459698e-04 -1.5610768e-02 1.7088746e-10 7.2242417e-08 -1.1092125e-10
4424 4.0656032e-01 1.1142634e-02 9.6386816e-04 -1.5574096e-02 1.7079370e-10 7.2197013e-08 -1.1019053e-10
4425 4.0587664e-01 1.1119717e-02 9.6313932e-04 -1.5537734e-02 1.7070005e-10 7.2151575e-08 -1.0944690e-10
4426 4.0519698e-01 1.1096780e-02 9.6241053e-04 -1.5501726e-02 1.7060642e-10 7.2106077e-08 -1.0869044e-10
4427 4.0452140e-01 1.1073920e-02 9.6168187e-04 -1.5466116e-02 1.7051291e-10 7.2060536e-08 -1.0792130e-10
4428 4.0384847e-01 1.1051083e-02 9.6095342e-04 -1.5430872e-02 1.7041942e-10 7.2014927e-08 -1.0713956e-10
4429 4.0317895e-01 1.1028291e-02 9.6022524e-04 -1.5395964e-02 1.7032604e-10 7.1969284e-08 -1.0634541e-10
4430 4.0251066e-01 1.1005566e-02 9.5949744e-04 -1.5361359e-02 1.7023273e-10 7.1923589e-08 -1.0553893e-10
4431 4.0184435e-01 1.0982856e-02 9.5877010e-04 -1.5327028e-02 1.7013944e-10 7.1877833e-08 -1.0472023e-10
4432 4.0117858e-01 1.0960256e-02 9.5804332e-04 -1.5293012e-02 1.7004626e-10 7.1832034e-08 -1.0388947e-10
4433 4.0051264e-01 1.0937713e-02 9.5731720e-04 -1.5259282e-02 1.6995311e-10 7.1786165e-08 -1.0304673e-10
4434 3.9984659e-01 1.0915249e-02 9.5659182e-04 -1.5225806e-02 1.6986006e-10 7.1740261e-08 -1.0219219e-10
4435 3.9917979e-01 1.0892811e-02 9.5586729e-04 -1.5192556e-02 1.6976704e-10 7.1694296e-08 -1.0132593e-10
4436 3.9851084e-01 1.0870494e-02 9.5514371e-04 -1.5159576e-02 1.6967413e-10 7.1648287e-08 -1.0044809e-10
4437 3.9783991e-01 1.0848170e-02 9.5442117e-04 -1.5126837e-02 1.6958128e-10 7.1602224e-08 -9.9558794e-11
4438 3.9716642e-01 1.0826010e-02 9.5369977e-04 -1.5094240e-02 1.6948847e-10 7.1556092e-08 -9.8658136e-11
4439 3.9648912e-01 1.0803958e-02 9.5297959e-04 -1.5061905e-02 1.6939575e-10 7.1509923e-08 -9.7746286e-11
4440 3.9580828e-01 1.0781962e-02 9.5226073e-04 -1.5029659e-02 1.6930307e-10 7.1463693e-08 -9.6823333e-11
4441 3.9512350e-01 1.0760040e-02 9.5154325e-04 -1.4997628e-02 1.6921049e-10 7.1417417e-08 -9.5889423e-11
4442 3.9443440e-01 1.0738213e-02 9.5082725e-04 -1.4965715e-02 1.6911793e-10 7.1371071e-08 -9.4944646e-11
4443 3.9373994e-01 1.0716500e-02 9.5011278e-04 -1.4933974e-02 1.6902549e-10 7.1324688e-08 -9.3989169e-11
4444 3.9303987e-01 1.0694920e-02 9.4939991e-04 -1.4902384e-02 1.6893310e-10 7.1278250e-08 -9.3023094e-11
4445 3.9233551e-01 1.0673418e-02 9.4868870e-04 -1.4870855e-02 1.6884075e-10 7.1231750e-08 -9.2046532e-11
4446 3.9162449e-01 1.0652087e-02 9.4797918e-04 -1.4839444e-02 1.6874850e-10 7.1185204e-08 -9.1059629e-11
4447 3.9090900e-01 1.0630795e-02 9.4727140e-04 -1.4808137e-02 1.6865628e-10 7.1138586e-08 -9.0062476e-11
4448 3.9018757e-01 1.0609711e-02 9.4656539e-04 -1.4776922e-02 1.6856416e-10 7.1091931e-08 -8.9055238e-11
4449 3.8946025e-01 1.0588702e-02 9.4586116e-04 -1.4745787e-02 1.6847211e-10 7.1045221e-08 -8.8038018e-11
4450 3.8872795e-01 1.0567860e-02 9.4515873e-04 -1.4714723e-02 1.6838008e-10 7.0998447e-08 -8.7010928e-11
4451 3.8799087e-01 1.0547125e-02 9.4445808e-04 -1.4683722e-02 1.6828816e-10 7.0951626e-08 -8.5974118e-11
4452 3.8724792e-01 1.0526578e-02 9.4375923e-04 -1.4652849e-02 1.6819627e-10 7.0904733e-08 -8.4927702e-11
4453 3.8650179e-01 1.0506071e-02 9.4306213e-04 -1.4622097e-02 1.6810448e-10 7.0857803e-08 -8.3871874e-11
4454 3.8575077e-01 1.0485757e-02 9.4236677e-04 -1.4591385e-02 1.6801272e-10 7.0810808e-08 -8.2806755e-11
4455 3.8499691e-01 1.0465489e-02 9.4167311e-04 -1.4560782e-02 1.6792106e-10 7.0763767e-08 -8.1732517e-11
4456 3.8424008e-01 1.0445343e-02 9.4098110e-04 -1.4530285e-02 1.6782947e-10 7.0716671e-08 -8.0649301e-11
4457 3.8348094e-01 1.0425247e-02 9.4029069e-04 -1.4499892e-02 1.6773790e-10 7.0669503e-08 -7.9557240e-11
4458 3.8271944e-01 1.0405275e-02 9.3960180e-04 -1.4469675e-02 1.6764644e-10 7.0622297e-08 -7.8456523e-11
4459 3.8195778e-01 1.0385356e-02 9.3891437e-04 -1.4439485e-02 1.6755500e-10 7.0575027e-08 -7.7347274e-11
4460 3.8119450e-01 1.0365490e-02 9.3822832e-04 -1.4409470e-02 1.6746367e-10 7.0527712e-08 -7.6229664e-11
4461 3.8043258e-01 1.0345679e-02 9.3754358e-04 -1.4379483e-02 1.6737236e-10 7.0480324e-08 -7.5103816e-11
4462 3.7967059e-01 1.0325922e-02 9.3686003e-04 -1.4349748e-02 1.6728116e-10 7.0432899e-08 -7.3969919e-11
4463 3.7891006e-01 1.0306221e-02 9.3617760e-04 -1.4320043e-02 1.6719002e-10 7.0385419e-08 -7.2828105e-11
4464 3.7815179e-01 1.0286503e-02 9.3549619e-04 -1.4290519e-02 1.6709891e-10 7.0337876e-08 -7.1678519e-11
4465 3.7739657e-01 1.0266767e-02 9.3481568e-04 -1.4261102e-02 1.6700791e-10 7.0290286e-08 -7.0521328e-11
4466 3.7664443e-01 1.0247088e-02 9.3413599e-04 -1.4231869e-02 1.6691692e-10 7.0242626e-08 -6.9356659e-11
4467 3.7589763e-01 1.0227467e-02 9.3345701e-04 -1.4202821e-02 1.6682605e-10 7.0194927e-08 -6.8184698e-11
4468 3.7515543e-01 1.0207756e-02 9.3277862e-04 -1.4173884e-02 1.6673520e-10 7.0147166e-08 -6.7005571e-11
4469 3.7441854e-01 1.0188178e-02 9.3210074e-04 -1.4145206e-02 1.6664445e-10 7.0099359e-08 -6.5819446e-11
4470 3.7368840e-01 1.0168511e-02 9.3142325e-04 -1.4116639e-02 1.6655377e-10 7.0051497e-08 -6.4626467e-11
4471 3.7296490e-01 1.0148830e-02 9.3074607e-04 -1.4088329e-02 1.6646311e-10 7.0003564e-08 -6.3426769e-11
4472 3.7224864e-01 1.0129210e-02 9.3006909e-04 -1.4060200e-02 1.6637255e-10 6.9955594e-08 -6.2220536e-11
4473 3.7154092e-01 1.0109503e-02 9.2939222e-04 -1.4032248e-02 1.6628203e-10 6.9907561e-08 -6.1007896e-11
4474 3.7084003e-01 1.0089785e-02 9.2871538e-04 -1.4004542e-02 1.6619160e-10 6.9859482e-08 -5.9789016e-11
4475 3.7014789e-01 1.0070056e-02 9.2803848e-04 -1.3977002e-02 1.6610124e-10 6.9811348e-08 -5.8564039e-11
4476 3.6946490e-01 1.0050318e-02 9.2736147e-04 -1.3949695e-02 1.6601091e-10 6.9763145e-08 -5.7333104e-11
4477 3.6878990e-01 1.0030572e-02 9.2668427e-04 -1.3922611e-02 1.6592067e-10 6.9714903e-08 -5.6096391e-11
4478 3.6812391e-01 1.0010746e-02 9.2600682e-04 -1.3895741e-02 1.6583047e-10 6.9666599e-08 -5.4854030e-11
4479 3.6746713e-01 9.9909153e-03 9.2532908e-04 -1.3869072e-02 1.6574036e-10 6.9618250e-08 -5.3606185e-11
4480 3.6681897e-01 9.9710080e-03 9.2465100e-04 -1.3842590e-02 1.6565029e-10 6.9569830e-08 -5.2352991e-11
4481 3.6618024e-01 9.9511004e-03 9.2397257e-04 -1.3816356e-02 1.6556031e-10 6.9521373e-08 -5.1094623e-11
4482 3.6554948e-01 9.9311206e-03 9.2329376e-04 -1.3790351e-02 1.6547040e-10 6.9472862e-08 -4.9831221e-11
4483 3.6492811e-01 9.9111452e-03 9.2261455e-04 -1.3764485e-02 1.6538051e-10 6.9424288e-08 -4.8562930e-11
4484 3.6431530e-01 9.8911028e-03 9.2193496e-04 -1.3738885e-02 1.6529073e-10 6.9375670e-08 -4.7289914e-11
4485 3.6371088e-01 9.8710704e-03 9.2125498e-04 -1.3713456e-02 1.6520097e-10 6.9326980e-08 -4.6012307e-11
4486 3.6311312e-01 9.8510509e-03 9.2057464e-04 -1.3688250e-02 1.6511131e-10 6.9278254e-08 -4.4730284e-11
4487 3.6252325e-01 9.8308990e-03 9.1989398e-04 -1.3663169e-02 1.6502172e-10 6.9229474e-08 -4.3443984e-11
4488 3.6194020e-01 9.8108407e-03 9.1921302e-04 -1.3638337e-02 1.6493216e-10 6.9180633e-08 -4.2153555e-11
4489 3.6136285e-01 9.7907308e-03 9.1853182e-04 -1.3613653e-02 1.6484269e-10 6.9131746e-08 -4.0859159e-11
4490 3.6079153e-01 9.7705727e-03 9.1785043e-04 -1.3589164e-02 1.6475325e-10 6.9082789e-08 -3.9560931e-11
4491 3.6022505e-01 9.7503700e-03 9.1716892e-04 -1.3564842e-02 1.6466391e-10 6.9033795e-08 -3.8259044e-11
4492 3.5966294e-01 9.7302006e-03 9.1648737e-04 -1.3540659e-02 1.6457460e-10 6.8984739e-08 -3.6953635e-11
4493 3.5910395e-01 9.7100680e-03 9.1580584e-04 -1.3516585e-02 1.6448539e-10 6.8935638e-08 -3.5644864e-11
4494 3.5854831e-01 9.6899015e-03 9.1512444e-04 -1.3492739e-02 1.6439624e-10 6.8886484e-08 -3.4332879e-11
4495 3.5799549e-01 9.6697791e-03 9.1444325e-04 -1.3469090e-02 1.6430712e-10 6.8837260e-08 -3.3017823e-11
4496 3.5744345e-01 9.6497043e-03 9.1376236e-04 -1.3445533e-02 1.6421810e-10 6.8787999e-08 -3.1699864e-11
4497 3.5689390e-01 9.6296806e-03 9.1308187e-04 -1.3422113e-02 1.6412910e-10 6.8738677e-08 -3.0379141e-11
4498 3.5634332e-01 9.6096371e-03 9.1240189e-04 -1.3398874e-02 1.6404021e-10 6.8689310e-08 -2.9055815e-11
4499 3.5579342e-01 9.5897257e-03 9.1172253e-04 -1.3375784e-02 1.6395138e-10 6.8639890e-08 -2.7730032e-11
4500 3.5524222e-01 9.5698752e-03 9.1104388e-04 -1.3352814e-02 1.6386257e-10 6.8590400e-08 -2.6401939e-11
4501 3.5468997e-01 9.5500871e-03 9.1036605e-04 -1.3330077e-02 1.6377386e-10 6.8540874e-08 -2.5071700e-11
4502 3.5413478e-01 9.5303561e-03 9.0968915e-04 -1.3307365e-02 1.6368518e-10 6.8491287e-08 -2.3739465e-11
4503 3.5357697e-01 9.5106753e-03 9.0901327e-04 -1.3284760e-02 1.6359660e-10 6.8441657e-08 -2.2405398e-11
4504 3.5301546e-01 9.4910376e-03 9.0833851e-04 -1.3262271e-02 1.6350805e-10 6.8391961e-08 -2.1069650e-11
4505 3.5244993e-01 9.4715097e-03 9.0766498e-04 -1.3239760e-02 1.6341959e-10 6.8342230e-08 -1.9732389e-11
4506 3.5188013e-01 9.4520840e-03 9.0699276e-04 -1.3217240e-02 1.6333120e-10 6.8292451e-08 -1.8393771e-11
4507 3.5130584e-01 9.4326039e-03 9.0632193e-04 -1.3194722e-02 1.6324284e-10 6.8242615e-08 -1.7053951e-11
4508 3.5072618e-01 9.4132840e-03 9.0565257e-04 -1.3172072e-02 1.6315457e-10 6.8192740e-08 -1.5713093e-11
4509 3.5014105e-01 9.3939670e-03 9.0498475e-04 -1.3149452e-02 1.6306633e-10 6.8142802e-08 -1.4371350e-11
4510 3.4955044e-01 9.3747183e-03 9.0431854e-04 -1.3126732e-02 1.6297819e-10 6.8092835e-08 -1.3028889e-11
4511 3.4895436e-01 9.3555288e-03 9.0365399e-04 -1.3103854e-02 1.6289011e-10 6.8042822e-08 -1.1685863e-11
4512 3.4835219e-01 9.3363887e-03 9.0299114e-04 -1.3080912e-02 1.6280205e-10 6.7992757e-08 -1.0342432e-11
4513 3.4774409e-01 9.3173625e-03 9.0233004e-04 -1.3057851e-02 1.6271410e-10 6.7942657e-08 -8.9987566e-12
4514 3.4713028e-01 9.2982912e-03 9.0167070e-04 -1.3034619e-02 1.6262617e-10 6.7892498e-08 -7.6549923e-12
4515 3.4651034e-01 9.2793129e-03 9.0101315e-04 -1.3011238e-02 1.6253834e-10 6.7842313e-08 -6.3113022e-12
4516 3.4588461e-01 9.2604166e-03 9.0035739e-04 -1.2987732e-02 1.6245057e-10 6.7792088e-08 -4.9678431e-12
4517 3.4525353e-01 9.2415167e-03 8.9970342e-04 -1.2964053e-02 1.6236283e-10 6.7741814e-08 -3.6247735e-12
4518 3.4461758e-01 9.2226758e-03 8.9905122e-04 -1.2940153e-02 1.6227518e-10 6.7691509e-08 -2.2822533e-12
4519 3.4397581e-01 9.2038078e-03 8.9840077e-04 -1.2916132e-02 1.6218756e-10 6.7641148e-08 -9.4044064e-13
4520 3.4333031e-01 9.1850490e-03 8.9775204e-04 -1.2891946e-02 1.6210004e-10 6.7590767e-08 4.0050477e-13
4521 3.4268024e-01 9.1662383e-03 8.9710499e-04 -1.2867548e-02 1.6201255e-10 6.7540340e-08 1.7404244e-12
4522 3.4202703e-01 9.1475115e-03 8.9645955e-04 -1.2842969e-02 1.6192515e-10 6.7489885e-08 3.0791595e-12
4523 3.4136993e-01 9.1287812e-03 8.9581567e-04 -1.2818312e-02 1.6183781e-10 6.7439394e-08 4.4165511e-12
4524 3.4071119e-01 9.1101085e-03 8.9517329e-04 -1.2793460e-02 1.6175050e-10 6.7388853e-08 5.7524390e-12
4525 3.4005088e-01 9.0914056e-03 8.9453232e-04 -1.2768519e-02 1.6166329e-10 6.7338294e-08 7.0866667e-12
4526 3.3938981e-01 9.0728075e-03 8.9389267e-04 -1.2743444e-02 1.6157610e-10 6.7287694e-08 8.4190731e-12
4527 3.3872809e-01 9.0541516e-03 8.9325427e-04 -1.2718268e-02 1.6148901e-10 6.7237070e-08 9.7495012e-12
4528 3.3806657e-01 9.0355726e-03 8.9261702e-04 -1.2692946e-02 1.6140199e-10 6.7186415e-08 1.1077791e-11
4529 3.3740612e-01 9.0169822e-03 8.9198082e-04 -1.2667658e-02 1.6131498e-10 6.7135712e-08 1.2403781e-11
4530 3.3674760e-01 8.9983662e-03 8.9134555e-04 -1.2642211e-02 1.6122808e-10 6.7084996e-08 1.3727318e-11
4531 3.3609112e-01 8.9797846e-03 8.9071113e-04 -1.2616709e-02 1.6114120e-10 6.7034243e-08 1.5048238e-11
4532 3.3543754e-01 8.9611490e-03 8.9007744e-04 -1.2591180e-02 1.6105441e-10 6.6983470e-08 1.6366386e-11
4533 3.3478768e-01 8.9425192e-03 8.8944438e-04 -1.2565653e-02 1.6096769e-10 6.6932669e-08 1.7681602e-11
4534 3.3414160e-01 8.9238812e-03 8.8881183e-04 -1.2540154e-02 1.6088099e-10 6.6881826e-08 1.8993721e-11
4535 3.3350082e-01 8.9052949e-03 8.8817970e-04 -1.2514634e-02 1.6079439e-10 6.6830973e-08 2.0302594e-11
4536 3.3286533e-01 8.8865977e-03 8.8754787e-04 -1.2489118e-02 1.6070782e-10 6.6780087e-08 2.1608055e-11
4537 3.3223584e-01 8.8679985e-03 8.8691625e-04 -1.2463703e-02 1.6062134e-10 6.6729185e-08 2.2909950e-11
4538 3.3161301e-01 8.8492603e-03 8.8628475e-04 -1.2438336e-02 1.6053492e-10 6.6678259e-08 2.4208117e-11
4539 3.3099743e-01 8.8305924e-03 8.8565327e-04 -1.2412963e-02 1.6044853e-10 6.6627295e-08 2.5502393e-11
4540 3.3038892e-01 8.8118325e-03 8.8502172e-04 -1.2387750e-02 1.6036223e-10 6.6576324e-08 2.6792629e-11
4541 3.2978797e-01 8.7931157e-03 8.8439003e-04 -1.2362640e-02 1.6027596e-10 6.6525325e-08 2.8078657e-11
4542 3.2919502e-01 8.7743546e-03 8.8375813e-04 -1.2337647e-02 1.6018978e-10 6.6474314e-08 2.9360326e-11
4543 3.2861046e-01 8.7555360e-03 8.8312595e-04 -1.2312785e-02 1.6010363e-10 6.6423267e-08 3.0637465e-11
4544 3.2803458e-01 8.7367213e-03 8.8249343e-04 -1.2288064e-02 1.6001758e-10 6.6372218e-08 3.1909931e-11
4545 3.2746616e-01 8.7178980e-03 8.8186054e-04 -1.2263569e-02 1.5993158e-10 6.6321150e-08 3.3177557e-11
4546 3.2690686e-01 8.6989794e-03 8.8122724e-04 -1.2239158e-02 1.5984561e-10 6.6270058e-08 3.4440180e-11
4547 3.2635531e-01 8.6801019e-03 8.8059349e-04 -1.2214912e-02 1.5975974e-10 6.6218957e-08 3.5697649e-11
4548 3.2581232e-01 8.6611792e-03 8.7995928e-04 -1.2190909e-02 1.5967389e-10 6.6167826e-08 3.6949793e-11
4549 3.2527713e-01 8.6422740e-03 8.7932462e-04 -1.2167076e-02 1.5958814e-10 6.6116695e-08 3.8196470e-11
4550 3.2475042e-01 8.6233006e-03 8.7868949e-04 -1.2143417e-02 1.5950244e-10 6.6065551e-08 3.9437513e-11
4551 3.2423128e-01 8.6043220e-03 8.7805391e-04 -1.2119997e-02 1.5941677e-10 6.6014385e-08 4.0672767e-11
4552 3.2371947e-01 8.5853279e-03 8.7741791e-04 -1.2096788e-02 1.5933120e-10 6.5963215e-08 4.1902129e-11
4553 3.2321389e-01 8.5663080e-03 8.7678152e-04 -1.2073752e-02 1.5924565e-10 6.5912016e-08 4.3125481e-11
4554 3.2271566e-01 8.5473268e-03 8.7614478e-04 -1.2050852e-02 1.5916020e-10 6.5860820e-08 4.4342740e-11
4555 3.2222284e-01 8.5283002e-03 8.7550775e-04 -1.2028049e-02 1.5907480e-10 6.5809611e-08 4.5553793e-11
4556 3.2173572e-01 8.5092929e-03 8.7487049e-04 -1.2005376e-02 1.5898943e-10 6.5758381e-08 4.6758531e-11
4557 3.2125230e-01 8.4902955e-03 8.7423305e-04 -1.1982719e-02 1.5890416e-10 6.5707147e-08 4.7956861e-11
4558 3.2077354e-01 8.4712986e-03 8.7359553e-04 -1.1960184e-02 1.5881890e-10 6.5655884e-08 4.9148664e-11
4559 3.2029812e-01 8.4523674e-03 8.7295800e-04 -1.1937583e-02 1.5873375e-10 6.5604625e-08 5.0333859e-11
4560 3.1982548e-01 8.4334185e-03 8.7232055e-04 -1.1915020e-02 1.5864865e-10 6.5553353e-08 5.1512331e-11
4561 3.1935428e-01 8.4144429e-03 8.7168327e-04 -1.1892454e-02 1.5856358e-10 6.5502060e-08 5.2683972e-11
4562 3.1888466e-01 8.3955801e-03 8.7104626e-04 -1.1869843e-02 1.5847860e-10 6.5450764e-08 5.3848690e-11
4563 3.1841529e-01 8.3766727e-03 8.7040962e-04 -1.1847069e-02 1.5839365e-10 6.5399439e-08 5.5006362e-11
4564 3.1794558e-01 8.3578602e-03 8.6977345e-04 -1.1824315e-02 1.5830879e-10 6.5348118e-08 5.6156912e-11
4565 3.1747493e-01 8.3390595e-03 8.6913786e-04 -1.1801390e-02 1.5822399e-10 6.5296785e-08 5.7300224e-11
4566 3.1700206e-01 8.3202615e-03 8.6850296e-04 -1.1778327e-02 1.5813922e-10 6.5245431e-08 5.8436186e-11
4567 3.1652790e-01 8.3015314e-03 8.6786884e-04 -1.1755086e-02 1.5805454e-10 6.5194074e-08 5.9564711e-11
4568 3.1604972e-01 8.2828600e-03 8.6723560e-04 -1.1731702e-02 1.5796988e-10 6.5142689e-08 6.0685673e-11
4569 3.1556852e-01 8.2642381e-03 8.6660336e-04 -1.1708137e-02 1.5788532e-10 6.5091307e-08 6.1798997e-11
4570 3.1508314e-01 8.2456561e-03 8.6597220e-04 -1.1684354e-02 1.5780081e-10 6.5039914e-08 6.2904566e-11
4571 3.1459391e-01 8.2271789e-03 8.6534221e-04 -1.1660390e-02 1.5771633e-10 6.4988501e-08 6.4002270e-11
4572 3.1409902e-01 8.2087224e-03 8.6471349e-04 -1.1636136e-02 1.5763195e-10 6.4937084e-08 6.5092020e-11
4573 3.1359889e-01 8.1903510e-03 8.6408612e-04 -1.1611707e-02 1.5754758e-10 6.4885640e-08 6.6173690e-11
4574 3.1309257e-01 8.1719801e-03 8.6346016e-04 -1.1587071e-02 1.5746332e-10 6.4834199e-08 6.7247208e-11
4575 3.1258133e-01 8.1537480e-03 8.6283569e-04 -1.1562195e-02 1.5737911e-10 6.4782748e-08 6.8312454e-11
4576 3.1206285e-01 8.1355699e-03 8.6221276e-04 -1.1537050e-02 1.5729492e-10 6.4731277e-08 6.9369319e-11
4577 3.1153853e-01 8.1174349e-03 8.6159143e-04 -1.1511683e-02 1.5721083e-10 6.4679802e-08 7.0417714e-11
4578 3.1100764e-01 8.0994062e-03 8.6097174e-04 -1.1485991e-02 1.5712676e-10 6.4628300e-08 7.1457511e-11
4579 3.1047023e-01 8.0813983e-03 8.6035372e-04 -1.1460097e-02 1.5704279e-10 6.4576803e-08 7.2488641e-11
4580 3.0992569e-01 8.0635480e-03 8.5973739e-04 -1.1433977e-02 1.5695887e-10 6.4525294e-08 7.3510984e-11
4581 3.0937495e-01 8.0456951e-03 8.5912276e-04 -1.1407607e-02 1.5687498e-10 6.4473766e-08 7.4524428e-11
4582 3.0881750e-01 8.0279017e-03 8.5850984e-04 -1.1380965e-02 1.5679118e-10 6.4422235e-08 7.5528886e-11
4583 3.0825440e-01 8.0101556e-03 8.5789862e-04 -1.1354105e-02 1.5670740e-10 6.4370678e-08 7.6524230e-11
4584 3.0768525e-01 7.9925183e-03 8.5728908e-04 -1.1327005e-02 1.5662372e-10 6.4319124e-08 7.7510392e-11
4585 3.0711048e-01 7.9749029e-03 8.5668120e-04 -1.1299721e-02 1.5654010e-10 6.4267560e-08 7.8487250e-11
4586 3.0653129e-01 7.9573707e-03 8.5607493e-04 -1.1272309e-02 1.5645650e-10 6.4215978e-08 7.9454693e-11
4587 3.0594818e-01 7.9399084e-03 8.5547024e-04 -1.1244675e-02 1.5637299e-10 6.4164392e-08 8.0412635e-11
4588 3.0536097e-01 7.9225026e-03 8.5486707e-04 -1.1217027e-02 1.5628951e-10 6.4112780e-08 8.1360944e-11
4589 3.0477097e-01 7.9051398e-03 8.5426536e-04 -1.1189197e-02 1.5620612e-10 6.4061172e-08 8.2299557e-11
4590 3.0417882e-01 7.8878062e-03 8.5366504e-04 -1.1161244e-02 1.5612278e-10 6.4009554e-08 8.3228350e-11
4591 3.0358516e-01 7.8705622e-03 8.5306602e-04 -1.1133298e-02 1.5603947e-10 6.3957918e-08 8.4147210e-11
4592 3.0298990e-01 7.8533197e-03 8.5246823e-04 -1.1105269e-02 1.5595626e-10 6.3906278e-08 8.5056054e-11
4593 3.0239448e-01 7.8361386e-03 8.5187159e-04 -1.1077214e-02 1.5587306e-10 6.3854613e-08 8.5954748e-11
4594 3.0179884e-01 7.8190051e-03 8.5127598e-04 -1.1049115e-02 1.5578996e-10 6.3802953e-08 8.6843231e-11
4595 3.0120443e-01 7.8019048e-03 8.5068133e-04 -1.1021102e-02 1.5570692e-10 6.3751283e-08 8.7721377e-11
4596 3.0061120e-01 7.7847492e-03 8.5008752e-04 -1.0993008e-02 1.5562390e-10 6.3699594e-08 8.8589074e-11
4597 3.0001983e-01 7.7676728e-03 8.4949446e-04 -1.0965037e-02 1.5554097e-10 6.3647903e-08 8.9446240e-11
4598 2.9943100e-01 7.7505871e-03 8.4890204e-04 -1.0937092e-02 1.5545806e-10 6.3596187e-08 9.0292738e-11
4599 2.9884610e-01 7.7335522e-03 8.4831016e-04 -1.0909228e-02 1.5537525e-10 6.3544475e-08 9.1128510e-11
4600 2.9826502e-01 7.7164799e-03 8.4771872e-04 -1.0881421e-02 1.5529250e-10 6.3492754e-08 9.1953429e-11
4601 2.9768835e-01 7.6993574e-03 8.4712762e-04 -1.0853720e-02 1.5520976e-10 6.3441016e-08 9.2767397e-11
4602 2.9711729e-01 7.6823256e-03 8.4653676e-04 -1.0826170e-02 1.5512712e-10 6.3389280e-08 9.3570408e-11
4603 2.9655227e-01 7.6652298e-03 8.4594604e-04 -1.0798740e-02 1.5504450e-10 6.3337530e-08 9.4362416e-11
4604 2.9599218e-01 7.6481382e-03 8.4535538e-04 -1.0771471e-02 1.5496198e-10 6.3285801e-08 9.5143451e-11
4605 2.9543881e-01 7.6311190e-03 8.4476469e-04 -1.0744402e-02 1.5487951e-10 6.3234082e-08 9.5913479e-11
4606 2.9489246e-01 7.6140182e-03 8.4417389e-04 -1.0717423e-02 1.5479707e-10 6.3182372e-08 9.6672475e-11
4607 2.9435258e-01 7.5969788e-03 8.4358291e-04 -1.0690571e-02 1.5471471e-10 6.3130691e-08 9.7420449e-11
4608 2.9382010e-01 7.5798471e-03 8.4299169e-04 -1.0663953e-02 1.5463238e-10 6.3079021e-08 9.8157353e-11
4609 2.9329438e-01 7.5628408e-03 8.4240017e-04 -1.0637456e-02 1.5455014e-10 6.3027398e-08 9.8883220e-11
4610 2.9277545e-01 7.5458068e-03 8.4180830e-04 -1.0611108e-02 1.5446796e-10 6.2975811e-08 9.9598015e-11
4611 2.9226479e-01 7.5287406e-03 8.4121605e-04 -1.0584941e-02 1.5438580e-10 6.2924260e-08 1.0030171e-10
4612 2.9176085e-01 7.5117124e-03 8.4062337e-04 -1.0558909e-02 1.5430373e-10 6.2872763e-08 1.0099432e-10
4613 2.9126348e-01 7.4947182e-03 8.4003026e-04 -1.0533036e-02 1.5422169e-10 6.2821303e-08 1.0167579e-10
4614 2.9077398e-01 7.4777546e-03 8.3943670e-04 -1.0507350e-02 1.5413973e-10 6.2769916e-08 1.0234617e-10
4615 2.9029135e-01 7.4607440e-03 8.3884268e-04 -1.0481799e-02 1.5405784e-10 6.2718592e-08 1.0300540e-10
4616 2.8981603e-01 7.4438319e-03 8.3824822e-04 -1.0456331e-02 1.5397596e-10 6.2667329e-08 1.0365347e-10
4617 2.8934616e-01 7.4269412e-03 8.3765334e-04 -1.0431042e-02 1.5389417e-10 6.2616146e-08 1.0429039e-10
4618 2.8888281e-01 7.4100697e-03 8.3705806e-04 -1.0405879e-02 1.5381245e-10 6.2565042e-08 1.0491613e-10
4619 2.8842553e-01 7.3932151e-03 8.3646241e-04 -1.0380860e-02 1.5373074e-10 6.2514007e-08 1.0553066e-10
4620 2.8797307e-01 7.3764497e-03 8.3586645e-04 -1.0355856e-02 1.5364913e-10 6.2463076e-08 1.0613401e-10
4621 2.8752488e-01 7.3596976e-03 8.3527022e-04 -1.0330959e-02 1.5356753e-10 6.2412231e-08 1.0672612e-10
4622 2.8708112e-01 7.3429574e-03 8.3467378e-04 -1.0306113e-02 1.5348603e-10 6.2361493e-08 1.0730702e-10
4623 2.8664119e-01 7.3263021e-03 8.3407720e-04 -1.0281335e-02 1.5340459e-10 6.2310860e-08 1.0787668e-10
4624 2.8620369e-01 7.3097307e-03 8.3348057e-04 -1.0256569e-02 1.5332316e-10 6.2260321e-08 1.0843506e-10
4625 2.8576798e-01 7.2930937e-03 8.3288394e-04 -1.0231905e-02 1.5324183e-10 6.2209913e-08 1.0898219e-10
